q_id,image_id,question,answer,full_answer
15196328,2322292,Does the traffic light look black?,no,"No, the traffic light is yellow."
18418107,2321713,Is the person with the bag wearing a skirt?,yes,"Yes, the woman is wearing a skirt."
13610902,2396116,Who is inside the water?,people,The people are inside the water.
01997896,2408245,Which kind of furniture is the child in front of?,table,The kid is in front of the table.
08265798,2365450,What color is the shirt?,white,The shirt is white.
13604539,2389777,Is the color of the dog different than that of the bag?,no,"No, both the dog and the bag are blue."
1734129,1592126,Is there a coat or a helmet that is red?,yes,"Yes, the coat is red."
05215855,2341173,Is the man's hair brunette or white?,white,The hair is white.
04402144,1981,What kind of furniture is to the left of the lock?,closet,The piece of furniture is a closet.
0015396,2315679,Is this a mirror or a desk?,mirror,This is a mirror.
05806774,2407809,Does the train below the trees look short?,yes,"Yes, the train is short."
17581999,2396900,On which side is the mirror?,left,The mirror is on the left of the image.
00118085,2369105,Which place is it?,beach,It is a beach.
01730916,2337664,Are there refrigerators in this picture?,yes,"Yes, there is a refrigerator."
16571590,2398231,Is this a striped umbrella?,yes,"Yes, this is a striped umbrella."
03641253,2410176,Is the black animal in front of a fence?,yes,"Yes, the giraffe is in front of a fence."
18283586,2328574,What is hanging on the wall?,picture,The picture is hanging on the wall.
0024645,2320164,Do you see either a yellow train or bus?,no,"No, there is a train but it is red."
17265956,2408445,Who in this scene is playing?,child,The child is playing.
15639118,2397509,What color is the shirt the person is wearing?,red,The shirt is red.
16893556,2324056,Is the woman to the right or to the left of the people who walk along the street?,left,The woman is to the left of the people.
15880305,2356640,What is the vehicle that is in front of the tree?,bus,The vehicle is a bus.
17292664,2363305,What vegetables are to the right of the animal on the left?,onions,The vegetables are onions.
17227280,2351918,Does the wicker basket have brown color and small size?,yes,"Yes, the basket is brown and small."
08602612,2335469,Which kind of furniture is not green?,table,The furniture is a table.
13214478,2342313,"On which side is the red vehicle, the left or the right?",right,The truck is on the right of the image.
01277624,2381793,Is there a plate or a knife in this image?,yes,"Yes, there is a knife."
05893557,2340448,The vegetable to the right of the tongs is lying where?,pan,The vegetable is lying in the pan.
05645576,2324209,The animal to the right of the rope is wearing what?,shoes,The cow is wearing shoes.
19680081,2390392,What is the color of that rope?,white,The rope is white.
16969579,2393724,Does the wet suit look blue or black?,blue,The wet suit is blue.
07266830,2351996,On which side of the photo is the girl?,right,The girl is on the right of the image.
13593782,2401945,Is the woman to the right or to the left of the man the fence is to the left of?,right,The woman is to the right of the man.
10677329,2398738,Is that basket both white and metallic?,no,"No, the basket is metallic but black."
05192942,2414472,What's the lady wearing?,glasses,The lady is wearing glasses.
14554482,2346409,What is the material of the container?,plastic,The container is made of plastic.
17586381,2374389,Is the silver spoon in the bottom?,yes,"Yes, the spoon is in the bottom of the image."
06888701,2381589,Is the building near the branches white and small?,no,"No, the clock tower is white but large."
17515670,2368066,Is the boy that is jumping catching a frisbee?,yes,"Yes, the boy is catching a frisbee."
18763959,713433,Are any Wii controllers visible there?,no,"No, there are no Wii controllers."
13509733,2356704,On which side is the wood fence?,left,The fence is on the left of the image.
11611341,2370539,Which kind of vehicle is right of the person?,truck,The vehicle is a truck.
19459016,61581,Are there any orange birds or cats in the image?,no,"No, there is a cat but it is gray."
12536174,2400416,Are there any dogs on the beach?,no,"No, there is a person on the beach."
1894051,2341154,Are there chairs or laptops?,yes,"Yes, there is a chair."
0458063,2371277,Does the hat look green?,yes,"Yes, the hat is green."
10194361,2368512,What is the plate on?,tray,The plate is on the tray.
09696923,2355697,Does the guy to the left of the people wear shorts?,no,"No, the guy wears glasses."
0173810,2402138,What is on the food that is to the left of the fork?,dressing,The dressing is on the food.
12828134,2359039,Is the grass below the animal that is not ugly?,yes,"Yes, the grass is below the zebra."
05769766,2326043,Is there a cabinet in the bathroom?,no,"No, there is a mirror in the bathroom."
17377317,2371425,What are the avocados on?,table,The avocados are on the table.
05323589,2413107,Are there any kites or bikes in the picture?,yes,"Yes, there is a kite."
19891198,2355373,Are there either cell phones or screens that are black?,yes,"Yes, the cell phone is black."
12961256,2385015,What is the man to the left of the person wearing?,jersey,The man is wearing a jersey.
01296905,2363317,Do the trousers look green?,no,"No, the trousers are white."
16261118,2346080,What animal is lying on the couch?,cat,The cat is lying on the couch.
07952434,150300,Which side is the cart on?,right,The cart is on the right of the image.
04164780,2415264,What do both the telephone and the wire have in common?,color,"The color, both the telephone and the wire are black."
001012528,2348078,What color do you think the shorts the man is wearing are?,gray,The shorts are gray.
0518172,2382732,"On which side is the spinach, the right or the left?",right,The spinach is on the right of the image.
03176172,2370356,What piece of furniture are the books on?,shelf,The books are on the shelf.
16708830,2381046,The train is on what?,platform,The train is on the platform.
11950172,2330355,On which side of the image is the lamp?,left,The lamp is on the left of the image.
07522976,2318715,What is the woman carrying?,bag,The woman is carrying a bag.
08678507,2362749,Do you see any skis to the left of the helmet on the right?,yes,"Yes, there are skis to the left of the helmet."
00559656,2409602,What is the animal in front of the fence that is in front of the tree?,giraffe,The animal is a giraffe.
06778401,2346856,What is on the sign post?,letter,The letter is on the sign post.
051006207,2371072,Is the surfboard to the left of a bench?,yes,"Yes, the surfboard is to the left of a bench."
16305343,2370979,Are there either spoons or plates that are large?,yes,"Yes, the plate is large."
17313773,2382074,Is this a backpack or a briefcase?,backpack,This is a backpack.
198688,2355953,Is the man to the left of the people wearing a hat?,yes,"Yes, the man is wearing a hat."
06399186,2350524,What is the dispenser on?,counter,The dispenser is on the counter.
12159713,2360963,Are the plastic bags to the left or to the right of the woman?,right,The bags are to the right of the woman.
12363754,2362683,Are there any bags?,no,"No, there are no bags."
13467391,2363424,What's in front of the suitcases?,seat,The seat is in front of the suitcases.
0372547,2351100,What kind of appliance is below the window?,radiator,The appliance is a radiator.
12523342,2407052,What kind of clothing isn't heavy?,hat,The clothing is a hat.
04985128,2409192,What's in front of the tree?,bench,The bench is in front of the tree.
03429587,2362444,Is it an indoors scene?,no,"No, it is outdoors."
13837050,2322940,What do the saucer and the kettle have in common?,color,"The color, both the saucer and the kettle are white."
18283866,2387027,What is the item of furniture that is on the wall?,cupboard,The piece of furniture is a cupboard.
12457430,2325597,Where is the person walking?,beach,The person is walking on the beach.
05258105,2408069,Which kind of furniture are the magazines sitting on?,table,The magazines are sitting on the table.
00455908,2327441,What do you think is located on top of the roof?,clock,The clock is on top of the roof.
12776667,2394719,Do you see both a door and a window there?,yes,"Yes, there are both a window and a door."
04543243,2384334,What is under the microphone?,stage,The stage is under the microphone.
0583353,2336582,Is the cardboard box to the right or to the left of the fence that is to the right of the animal?,right,The box is to the right of the fence.
18505994,2413126,Which kind of vehicle is silver?,train,The vehicle is a train.
02769993,2320541,Are there both screens and cell phones in the photo?,yes,"Yes, there are both a cell phone and a screen."
051045969,2389241,Who is riding a carriage?,people,The people are riding a carriage.
